task_id,label,feat
583,application_1758535431786_10757,"[183634, 108]"
584,application_1758535431786_10739,"[5608120, 2140]"
585,application_1758535431786_10748,"[5540390, 2115]"
586,application_1758535431786_10750,"[2703879, 611]"
587,application_1758535431786_10753,"[2433004, 547]"
588,application_1758535431786_10752,"[2606768, 588]"
589,application_1758535431786_10751,"[2610128, 589]"
590,application_1758535431786_10754,"[2569377, 579]"
591,application_1758535431786_10755,"[3027100, 668]"
592,application_1758535431786_10744,"[9536948, 6640]"
593,application_1758535431786_10743,"[12156416, 8685]"
594,application_1758535431786_10696,"[27363579, 3488]"
595,application_1758535431786_10746,"[3910154, 881]"
596,application_1758535431786_10759,"[284595, 64]"
597,application_1758535431786_10765,"[329909, 127]"
598,application_1758535431786_10763,"[326352, 75]"
599,application_1758535431786_10760,"[1120113, 423]"
600,application_1758535431786_10761,"[501298, 114]"
601,application_1758535431786_10742,"[8621403, 5699]"
602,application_1758535431786_10762,"[1341596, 508]"
603,application_1758535431786_10768,"[335229, 76]"
604,application_1758535431786_10764,"[1467780, 332]"
605,application_1758535431786_10769,"[1234810, 882]"
606,application_1758535431786_10766,"[1334015, 300]"
607,application_1758535431786_10767,"[276217, 105]"
608,application_1758535431786_10758,"[2091146, 471]"
609,application_1758535431786_10770,"[360368, 81]"
610,application_1758535431786_10773,"[274081, 62]"
611,application_1758535431786_10774,"[401865, 91]"
612,application_1758535431786_10772,"[1110121, 250]"
613,application_1758535431786_10678,"[38350998, 14649]"
614,application_1758535431786_10728,"[11141882, 2511]"
615,application_1758535431786_10775,"[1023727, 230]"
616,application_1758535431786_10684,"[23656003, 5331]"
617,application_1758535431786_10778,"[184799, 67]"
618,application_1758535431786_10779,"[287387, 140]"
619,application_1758535431786_10792,"[152370, 46]"
620,application_1758535431786_10787,"[1132632, 398]"
621,application_1758535431786_10791,"[230894, 133]"
622,application_1758535431786_10777,"[4732998, 2064]"
623,application_1758535431786_10785,"[547097, 176]"
624,application_1758535431786_10786,"[391190, 126]"
625,application_1758535431786_10784,"[1395187, 271]"
626,application_1758535431786_10797,"[182864, 53]"
627,application_1758535431786_10795,"[144491, 69]"
628,application_1758535431786_10799,"[75097, 36]"
629,application_1758535431786_10798,"[96724, 46]"
630,application_1758535431786_10800,"[82005, 39]"
631,application_1758535431786_10070,"[94014544, 15304]"
632,application_1758535431786_10783,"[1711681, 1084]"
633,application_1758535431786_10790,"[2424633, 1526]"
634,application_1758535431786_10801,"[138710, 67]"
635,application_1758535431786_10782,"[26746643, 11335]"
636,application_1758535431786_10749,"[41581990, 29754]"
637,application_1758535431786_10802,"[1195645, 776]"
638,application_1758535431786_10781,"[20069325, 29604]"
639,application_1758535431786_10776,"[5519919, 1244]"
640,application_1758535431786_10796,"[2575904, 477]"
641,application_1758535431786_10806,"[324074, 73]"
642,application_1758535431786_10789,"[1658660, 406]"
643,application_1758535431786_10811,"[135928, 87]"
644,application_1758535431786_10819,"[163555, 59]"
645,application_1758535431786_10818,"[6607663, 5463]"
646,application_1758535431786_10813,"[514984, 278]"
647,application_1758535431786_10803,"[6512256, 4643]"
648,application_1758535431786_10788,"[6336550, 2413]"
649,application_1758535431786_10810,"[8485074, 6125]"
650,application_1758535431786_10805,"[19187585, 10137]"
651,application_1758535431786_10821,"[173852, 73]"
652,application_1758535431786_10804,"[10046258, 7375]"
653,application_1758535431786_10812,"[2100558, 798]"
654,application_1758535431786_10816,"[2025665, 770]"
655,application_1758535431786_10823,"[701418, 399]"
656,application_1758535431786_10809,"[1849019, 790]"
657,application_1758535431786_10824,"[4397915, 1576]"
658,application_1758535431786_10808,"[32975132, 28219]"
659,application_1758535431786_10825,"[258620, 110]"
660,application_1758535431786_10827,"[173031, 73]"
661,application_1758535431786_10830,"[2601149, 1861]"
662,application_1758535431786_10794,"[86567289, 73991]"
663,application_1758535431786_10839,"[126000, 61]"
664,application_1758535431786_10829,"[1405538, 534]"
665,application_1758535431786_10828,"[6764883, 5174]"
666,application_1758535431786_10838,"[695909, 157]"
667,application_1758535431786_10833,"[6185751, 2589]"
668,application_1758535431786_10756,"[14294930, 3222]"
669,application_1758535431786_10835,"[7811922, 2965]"
670,application_1758535431786_10817,"[2946757, 3975]"
671,application_1758535431786_10844,"[451511, 155]"
672,application_1758535431786_10820,"[1600697, 1038]"
673,application_1758535431786_10822,"[15586361, 12408]"
674,application_1758535431786_10832,"[4974425, 1831]"
675,application_1758535431786_10841,"[469722, 106]"
676,application_1758535431786_10843,"[388090, 87]"
677,application_1758535431786_10840,"[893162, 303]"
678,application_1758535431786_10837,"[9443855, 3568]"
679,application_1758535431786_10836,"[2042236, 873]"
680,application_1758535431786_10847,"[987385, 190]"
681,application_1758535431786_10846,"[132589, 53]"
682,application_1758535431786_10849,"[101920, 48]"
683,application_1758535431786_10854,"[340372, 78]"
684,application_1758535431786_10855,"[1531774, 1080]"
685,application_1758535431786_10845,"[7208856, 3006]"
686,application_1758535431786_10859,"[115776, 48]"
687,application_1758535431786_10852,"[4168500, 3015]"
688,application_1758535431786_10851,"[4222054, 3044]"
689,application_1758535431786_10860,"[139023, 57]"
690,application_1758535431786_10862,"[254414, 59]"
691,application_1758535431786_10869,"[296257, 67]"
692,application_1758535431786_10865,"[262598, 61]"
693,application_1758535431786_10868,"[275180, 62]"
694,application_1758535431786_10870,"[303163, 69]"
695,application_1758535431786_10842,"[1781281, 402]"
696,application_1758535431786_10866,"[330618, 77]"
697,application_1758535431786_10871,"[206960, 123]"
698,application_1758535431786_10873,"[131351, 55]"
699,application_1758535431786_10861,"[732343, 412]"
700,application_1758535431786_10867,"[664119, 150]"
701,application_1758535431786_10874,"[202060, 68]"
702,application_1758535431786_10807,"[16883211, 13250]"
703,application_1758535431786_10857,"[1801360, 769]"
704,application_1758535431786_10875,"[342994, 78]"
705,application_1758535431786_10876,"[149041, 62]"
706,application_1758535431786_10856,"[2936952, 1117]"
707,application_1758535431786_10850,"[8551321, 6210]"
708,application_1758535431786_10878,"[306687, 69]"
709,application_1758535431786_10872,"[1044279, 235]"
710,application_1758535431786_10879,"[466139, 258]"
711,application_1758535431786_10884,"[291868, 67]"
712,application_1758535431786_10882,"[150635, 72]"
713,application_1758535431786_10887,"[310175, 69]"
714,application_1758535431786_10886,"[139242, 42]"
715,application_1758535431786_10890,"[194219, 45]"
716,application_1758535431786_10883,"[4055661, 6030]"
717,application_1758535431786_10853,"[14402209, 6018]"
718,application_1758535431786_10877,"[1079809, 246]"
719,application_1758535431786_10885,"[404190, 169]"
720,application_1758535431786_10858,"[1379888, 578]"
721,application_1758535431786_10834,"[16801337, 12010]"
722,application_1758535431786_10880,"[1288676, 292]"
723,application_1758535431786_10881,"[1499807, 278]"
724,application_1758535431786_10895,"[111943, 54]"
725,application_1758535431786_10826,"[7299296, 2766]"
726,application_1758535431786_10894,"[306670, 98]"
727,application_1758535431786_10897,"[162394, 68]"
728,application_1758535431786_10893,"[239830, 116]"
729,application_1758535431786_10898,"[469765, 106]"
730,application_1758535431786_10899,"[864207, 327]"
731,application_1758535431786_10831,"[46370535, 17670]"
732,application_1758535431786_10891,"[3230063, 5121]"
733,application_1758535431786_10902,"[119864, 57]"
734,application_1758535431786_10888,"[3846745, 6105]"
735,application_1758535431786_10903,"[655029, 148]"
736,application_1758535431786_10906,"[374325, 84]"
737,application_1758535431786_10889,"[4277715, 1498]"
738,application_1758535431786_10905,"[385392, 87]"
739,application_1758535431786_10901,"[7522133, 3157]"
740,application_1758535431786_10910,"[105529, 51]"
741,application_1758535431786_10900,"[1619490, 692]"
742,application_1758535431786_10923,"[103778, 24]"
743,application_1758535431786_10916,"[1070647, 383]"
744,application_1758535431786_10907,"[6715727, 10027]"
745,application_1758535431786_10917,"[346904, 79]"
746,application_1758535431786_10892,"[12914972, 5393]"
747,application_1758535431786_10922,"[339084, 78]"
748,application_1758535431786_10933,"[192899, 44]"
749,application_1758535431786_10919,"[519793, 119]"
750,application_1758535431786_10930,"[493338, 184]"
751,application_1758535431786_10780,"[297550850, 353522]"
752,application_1758535431786_10941,"[68128, 32]"
753,application_1758535431786_10942,"[123611, 28]"
754,application_1758535431786_10940,"[310671, 71]"
755,application_1758535431786_10936,"[1593558, 1127]"
756,application_1758535431786_10921,"[1293436, 225]"
757,application_1758535431786_10931,"[1379814, 523]"
758,application_1758535431786_10909,"[1300014, 294]"
759,application_1758535431786_10896,"[5162944, 1807]"
760,application_1758535431786_10945,"[366398, 84]"
761,application_1758535431786_10934,"[1815336, 1301]"
762,application_1758535431786_10947,"[525873, 119]"
763,application_1758535431786_10948,"[481110, 108]"
764,application_1758535431786_10920,"[2872235, 1003]"
765,application_1758535431786_10943,"[2244789, 1580]"
766,application_1758535431786_10927,"[2543417, 326]"
767,application_1758535431786_10863,"[9716226, 3709]"
768,application_1758535431786_10953,"[417151, 235]"
769,application_1758535431786_10951,"[232996, 54]"
770,application_1758535431786_10944,"[905102, 204]"
771,application_1758535431786_10913,"[1933764, 436]"
772,application_1758535431786_10911,"[1931320, 435]"
773,application_1758535431786_10946,"[947778, 213]"
774,application_1758535431786_10952,"[103073, 50]"
775,application_1758535431786_10912,"[2082792, 470]"
776,application_1758535431786_10949,"[3700640, 5248]"
777,application_1758535431786_10814,"[110459209, 90608]"
778,application_1758535431786_10915,"[2594352, 478]"
779,application_1758535431786_10956,"[357815, 81]"
780,application_1758535431786_10950,"[8356818, 6857]"
781,application_1758535431786_10908,"[5159512, 1975]"
782,application_1758535431786_10959,"[368071, 85]"
783,application_1758535431786_10965,"[309232, 115]"
784,application_1758535431786_10961,"[279744, 97]"
785,application_1758535431786_10960,"[337749, 76]"
786,application_1758535431786_10966,"[108371, 52]"
787,application_1758535431786_10964,"[531065, 122]"
788,application_1758535431786_10957,"[1276453, 288]"
789,application_1758535431786_10962,"[844967, 333]"
790,application_1758535431786_10969,"[710307, 160]"
791,application_1758535431786_10971,"[503252, 189]"
792,application_1758535431786_10935,"[3709951, 1588]"
793,application_1758535431786_10938,"[11093213, 7916]"
794,application_1758535431786_10967,"[1433883, 569]"
795,application_1758535431786_10968,"[40804576, 22914]"
796,application_1758535431786_10914,"[12712931, 2722]"
797,application_1758535431786_10815,"[49691384, 89052]"
798,application_1758535431786_10963,"[2009032, 1171]"
799,application_1758535431786_10955,"[4001949, 1525]"
800,application_1758535431786_10972,"[1022316, 408]"
801,application_1758535431786_10918,"[17473211, 6615]"
802,application_1758535431786_10974,"[181520, 45]"
803,application_1758535431786_10987,"[117060, 27]"
804,application_1758535431786_10989,"[115912, 27]"
805,application_1758535431786_10970,"[4155244, 1484]"
806,application_1758535431786_10986,"[130443, 31]"
807,application_1758535431786_10973,"[288947, 69]"
808,application_1758535431786_10982,"[254678, 57]"
809,application_1758535431786_10977,"[244908, 81]"
810,application_1758535431786_10994,"[185540, 109]"
811,application_1758535431786_10981,"[630944, 143]"
812,application_1758535431786_11001,"[429387, 257]"
813,application_1758535431786_10996,"[318471, 76]"
814,application_1758535431786_10976,"[333649, 233]"
815,application_1758535431786_10997,"[297184, 75]"
816,application_1758535431786_11003,"[238338, 55]"
817,application_1758535431786_10990,"[1226887, 278]"
818,application_1758535431786_10924,"[21862968, 8451]"
819,application_1758535431786_10985,"[1376398, 310]"
820,application_1758535431786_10992,"[6565158, 4758]"
821,application_1758535431786_10925,"[35231066, 27566]"
822,application_1758535431786_11005,"[165948, 38]"
823,application_1758535431786_11000,"[480025, 202]"
824,application_1758535431786_10995,"[4809643, 1714]"
825,application_1758535431786_10975,"[2420051, 1035]"
826,application_1758535431786_11008,"[191354, 43]"
827,application_1758535431786_10937,"[23834584, 42707]"
828,application_1758535431786_10988,"[7072698, 2602]"
829,application_1758535431786_11007,"[828183, 311]"
830,application_1758535431786_11004,"[2309055, 802]"
831,application_1758535431786_10983,"[2216102, 499]"
832,application_1758535431786_10984,"[51247544, 34775]"
833,application_1758535431786_10993,"[2279192, 515]"
834,application_1758535431786_10980,"[8246406, 5892]"
835,application_1758535431786_11014,"[219418, 50]"
